Area,Year,Population
Tanzania,1965,11682835
Thailand,1965,31792743
Timor-Leste,1965,547681
Togo,1965,1699541
Tokelau,1965,1924
Tonga,1965,74364
Transnistria,1965,
Trinidad and Tobago,1965,893922
Tunisia,1965,4630000
Turkey,1965,31837999
Turkmenistan,1965,1890000
Turks and Caicos Islands,1965,5669
Tuvalu,1965,6819
Uganda,1965,8014352
Ukraine,1965,45340503
United Arab Emirates,1965,146387
United Kingdom,1965,54349899
United States,1965,199452508
Uruguay,1965,2693906
USSR,1965,230512995
Uzbekistan,1965,10233502
Wallis et Futuna,1965,9224
Vanuatu,1965,74287
Venezuela,1965,9067485
West Bank and Gaza,1965,1190923
West Germany,1965,
Western Sahara,1965,50938
Vietnam,1965,39884879
Virgin Islands (U.S.),1965,49610
Yemen Arab Republic (Former),1965,
Yemen Democratic (Former),1965,
Yemen - Rep.,1965,5632206
Yugoslavia,1965,19038028
Zambia,1965,3537265
Zimbabwe,1965,4422087
Åland,1965,
Abkhazia,1966,
Afghanistan,1966,10927724
Akrotiri and Dhekelia,1966,
Albania,1966,1922993
Algeria,1966,12229853
American Samoa,1966,24283
Andorra,1966,19640
Angola,1966,5524090
Anguilla,1966,6171
Antigua and Barbuda,1966,61032
Argentina,1966,22622012
Armenia,1966,2269475
Aruba,1966,57714
Australia,1966,11617580
Austria,1966,7312775
Azerbaijan,1966,4702919
Bahamas,1966,146379
Bahrain,1966,190734
Bangladesh,1966,59681186
Barbados,1966,235912
Belarus,1966,8695396
Belgium,1966,9479970
Belize,1966,109704
Benin,1966,2646310
Bermuda,1966,49516
Bhutan,1966,266072
Bolivia,1966,3839751
Bosnia and Herzegovina,1966,3432671
Botswana,1966,612903
Brazil,1966,86735163
British Virgin Islands,1966,9007
Brunei,1966,104130
Bulgaria,1966,8265527
Burkina Faso,1966,5378861
Burundi,1966,3275465
Cambodia,1966,6310320
Cameroon,1966,6193834
Canada,1966,20078135
Cape Verde,1966,246724
Cayman Islands,1966,8787
Central African Rep.,1966,1682880
Chad,1966,3357972
Channel Islands,1966,116200
Chile,1966,8849016
China,1966,727601056
Christmas Island,1966,
Cocos Island,1966,
Colombia,1966,19104020
Comoros,1966,216728
Congo - Dem. Rep.,1966,18048341
Congo - Rep.,1966,1190402
Cook Islands,1966,19410
Costa Rica,1966,1631723
Cote d'Ivoire,1966,4602382
Croatia,1966,4131926
Cuba,1966,8099779
Cyprus,1966,585400
Czech Rep.,1966,9707426
Czechoslovakia,1966,14224347
Denmark,1966,4794927
Djibouti,1966,124688
Dominica,1966,66304
Dominican Rep.,1966,4015213
East Germany,1966,
Ecuador,1966,5302370
Egypt,1966,32586961
El Salvador,1966,3342957
Equatorial Guinea,1966,275472
Eritrea,1966,1662247
Eritrea and Ethiopia,1966,29081191
Estonia,1966,1306197
Ethiopia,1966,26128435
Faeroe Islands,1966,36820
Falkland Islands (Malvinas),1966,2058
Fiji,1966,476334
Finland,1966,4576277
France,1966,49238715
French Guiana,1966,41100
French Polynesia,1966,96177
Gabon,1966,505765
Gambia,1966,417350
Georgia,1966,4530176
Germany,1966,76518660
Ghana,1966,7986643
Gibraltar,1966,23582
Greece,1966,8596595
Greenland,1966,40715
Grenada,1966,94858
Guadeloupe,1966,305052
Guam,1966,77789
Guatemala,1966,4892812
Guernsey,1966,50782
Guinea,1966,3890947
Guinea-Bissau,1966,596340
Guyana,1966,657885
Haiti,1966,4359031
Holy See,1966,817
Honduras,1966,2417101
Hong Kong - China,1966,3868368
Hungary,1966,10173802
Iceland,1966,194608
India,1966,507115411
Indonesia,1966,106839814
Iran,1966,25743217
Iraq,1966,8759064
Ireland,1966,2887470
Isle of Man,1966,51780
Israel,1966,2591671
Italy,1966,51839323
Jamaica,1966,1783255
Japan,1966,98495891
Jersey,1966,66944
Jordan,1966,1220890
Kazakhstan,1966,12200891
Kenya,1966,9822419
Kiribati,1966,39071
Korea - Dem. Rep.,1966,12671954
Korea - Rep.,1966,29009251
Korea - United,1966,41667860
Kosovo,1966,1413084
Kuwait,1966,535698
Kyrgyzstan,1966,2655349
Laos,1966,2447006
Latvia,1966,2284026
Lebanon,1966,2256917
Lesotho,1966,952235
Liberia,1966,1294368
Libya,1966,1688870
Liechtenstein,1966,19236
Lithuania,1966,3003168
Luxembourg,1966,333465
Macao - China,1966,216869
Macedonia - FYR,1966,1498995
Madagascar,1966,5909996
Malawi,1966,4074649
Malaysia,1966,9844029
Maldives,1966,105325
Mali,1966,5675700
Malta,1966,304939
Marshall Islands,1966,17839
Martinique,1966,315566
Mauritania,1966,1011900
Mauritius,1966,769472
Mayotte,1966,31684
Mexico,1966,46229966
Micronesia - Fed. Sts.,1966,54199
Moldova,1966,3391966
Monaco,1966,22886
Mongolia,1966,1142272
Montenegro,1966,510527
Montserrat,1966,11806
Morocco,1966,13703369
Mozambique,1966,8657160
Myanmar,1966,23854648
Namibia,1966,700317
Nauru,1966,5936
Nepal,1966,10928950
Netherlands,1966,12368832
Netherlands Antilles,1966,149093
New Caledonia,1966,93684
New Zealand,1966,2668595
Ngorno-Karabakh,1966,
Nicaragua,1966,2124754
Niger,1966,3879910
Nigeria,1966,52341981
Niue,1966,5154
Norfolk Island,1966,
Northern Cyprus,1966,
Northern Mariana Islands,1966,11489
Norway,1966,3753376
Oman,1966,647678
Pakistan,1966,53359180
Palau,1966,10945
Panama,1966,1344667
Papua New Guinea,1966,2208398
Paraguay,1966,2235296
Peru,1966,11796103
Philippines,1966,31551090
Pitcairn,1966,
Poland,1966,31453366
Portugal,1966,8851326
Puerto Rico,1966,2614035
Qatar,1966,79189
Reunion,1966,405103
Romania,1966,19237491
Russia,1966,127674585
Rwanda,1966,3319229
Saint Barthélemy,1966,
Saint Helena,1966,4671
Saint Kitts and Nevis,1966,48351
Saint Lucia,1966,98263
Saint Martin,1966,
Saint Vincent and the Grenadines,1966,86863
Saint-Pierre-et-Miquelon,1966,5152
Samoa,1966,130320
San Marino,1966,17838
Sao Tome and Principe,1966,65962
Saudi Arabia,1966,4957637
Senegal,1966,3612246
Serbia,1966,7944927
Serbia and Montenegro,1966,8402575
Serbia excluding Kosovo,1966,6679670
Seychelles,1966,47566
Sierra Leone,1966,2414620
Singapore,1966,1921095
Slovak Republic,1966,4381278
Slovenia,1966,1638169
Solomon Islands,1966,147000
Somalia,1966,3254907
Somaliland,1966,
South Africa,1966,20325179
South Ossetia,1966,
South Sudan,1966,2728851
Spain,1966,32443113
Sri Lanka,1966,11477133
Sudan,1966,10608998
Suriname,1966,341643
Svalbard,1966,
Swaziland,1966,401184
Sweden,1966,7796427
Switzerland,1966,5916770
Syria,1966,5561371
Taiwan,1966,13321000
Tajikistan,1966,2598074
Tanzania,1966,12038154
Thailand,1966,32771644
Timor-Leste,1966,558110
Togo,1966,1763332
Tokelau,1966,1878
Tonga,1966,76787
Transnistria,1966,
Trinidad and Tobago,1966,907340
Tunisia,1966,4723497
Turkey,1966,32556294
Turkmenistan,1966,1949425
Turks and Caicos Islands,1966,5629
Tuvalu,1966,6935
Uganda,1966,8290837
Ukraine,1966,45779461
United Arab Emirates,1966,156934
United Kingdom,1966,54666008
United States,1966,201657141
Uruguay,1966,2722232
USSR,1966,233139090
Uzbekistan,1966,10574321
Wallis et Futuna,1966,9206
Vanuatu,1966,76410
Venezuela,1966,9375646
West Bank and Gaza,1966,1184258
West Germany,1966,
Western Sahara,1966,56561
Vietnam,1966,40880598
Virgin Islands (U.S.),1966,52624
Yemen Arab Republic (Former),1966,
Yemen Democratic (Former),1966,
Yemen - Rep.,1966,5737000
Yugoslavia,1966,19221270
Zambia,1966,3647470
Zimbabwe,1966,4568266
Åland,1966,
Abkhazia,1967,
Afghanistan,1967,11163656
Akrotiri and Dhekelia,1967,
Albania,1967,1976140
Algeria,1967,12572629
American Samoa,1967,25087
Andorra,1967,20772
Angola,1967,5617242
Anguilla,1967,6228
Antigua and Barbuda,1967,62226
Argentina,1967,22944941
Armenia,1967,2332624
Aruba,1967,58052
Australia,1967,11892163
Austria,1967,7355039
Azerbaijan,1967,4826262
Bahamas,1967,152623
Bahrain,1967,195111
Bangladesh,1967,61702785
Barbados,1967,236443
Belarus,1967,8785093
Belgium,1967,9519500
Belize,1967,112987
Benin,1967,2692610
Bermuda,1967,50128
Bhutan,1967,274000
Bolivia,1967,3929192
Bosnia and Herzegovina,1967,3466307
Botswana,1967,631226
Brazil,1967,89068235
British Virgin Islands,1967,9216
Brunei,1967,108968
Bulgaria,1967,8324589
Burkina Faso,1967,5479285
Burundi,1967,3341476
Cambodia,1967,6485769
Cameroon,1967,6345309
Canada,1967,20501867
Cape Verde,1967,253087
Cayman Islands,1967,8875
Central African Rep.,1967,1718560
Chad,1967,3427888
Channel Islands,1967,117437
Chile,1967,9037026
China,1967,747678772
Christmas Island,1967,
Cocos Island,1967,
Colombia,1967,19663029
Comoros,1967,221755
Congo - Dem. Rep.,1967,18579012
Congo - Rep.,1967,1224134
Cook Islands,1967,19979
Costa Rica,1967,1680257
Cote d'Ivoire,1967,4788525
Croatia,1967,4140383
Cuba,1967,8252314
Cyprus,1967,591398
Czech Rep.,1967,9725518
Czechoslovakia,1967,14277347
Denmark,1967,4829945
Djibouti,1967,133253
Dominica,1967,67681
Dominican Rep.,1967,4137994
East Germany,1967,
Ecuador,1967,5463176
Egypt,1967,33415926
El Salvador,1967,3440705
Equatorial Guinea,1967,282446
Eritrea,1967,1706539
Eritrea and Ethiopia,1967,29680616
Estonia,1967,1321132
Ethiopia,1967,26790992
Faeroe Islands,1967,37262
Falkland Islands (Malvinas),1967,2041
Fiji,1967,487922
Finland,1967,4583461
France,1967,49655097
French Guiana,1967,42960
French Polynesia,1967,99708
Gabon,1967,509973
Gambia,1967,426005
Georgia,1967,4578194
Germany,1967,77026811
Ghana,1967,8150359
Gibraltar,1967,23894
Greece,1967,8646013
Greenland,1967,42273
Grenada,1967,94937
Guadeloupe,1967,309291
Guam,1967,79687
Guatemala,1967,5025681
Guernsey,1967,51468
Guinea,1967,3963201
Guinea-Bissau,1967,594699
Guyana,1967,675725
Haiti,1967,4446944
Holy See,1967,767
Honduras,1967,2483231
Hong Kong - China,1967,3901531
Hungary,1967,10207293
Iceland,1967,196994
India,1967,518192403
Indonesia,1967,109612753
Iran,1967,26448218
Iraq,1967,9054873
Ireland,1967,2900350
Isle of Man,1967,52999
Israel,1967,2652723
Italy,1967,52215095
Jamaica,1967,1804079
Japan,1967,99712724
Jersey,1967,67547
Jordan,1967,1330877
Kazakhstan,1967,12455366
Kenya,1967,10154382
Kiribati,1967,40314
Korea - Dem. Rep.,1967,13048499
Korea - Rep.,1967,29610399
Korea - United,1967,42748009
Kosovo,1967,1424735
Kuwait,1967,588171
Kyrgyzstan,1967,2735838
Laos,1967,2503880
Latvia,1967,2305578
Lebanon,1967,2306528
Lesotho,1967,971576
Liberia,1967,1328506
Libya,1967,1759132
Liechtenstein,1967,19782
Lithuania,1967,3037887
Luxembourg,1967,334657
Macao - China,1967,227256
Macedonia - FYR,1967,1515804
Madagascar,1967,6060590
Malawi,1967,4178378
Malaysia,1967,10112042
Maldives,1967,107659
Mali,1967,5757783
Malta,1967,304369
Marshall Islands,1967,18387
Martinique,1967,318932
Mauritania,1967,1040792
Mauritius,1967,784833
Mayotte,1967,32881
Mexico,1967,47572205
Micronesia - Fed. Sts.,1967,56322
Moldova,1967,3444753
Monaco,1967,23046
Mongolia,1967,1175616
Montenegro,1967,512701
Montserrat,1967,11754
Morocco,1967,14098444
Mozambique,1967,8847011
Myanmar,1967,24397064
Namibia,1967,718623
Nauru,1967,6102
Nepal,1967,11160972
Netherlands,1967,12521308
Netherlands Antilles,1967,151808
New Caledonia,1967,96089
New Zealand,1967,2704213
Ngorno-Karabakh,1967,
Nicaragua,1967,2189679
Niger,1967,3997810
Nigeria,1967,53524049
Niue,1967,5208
Norfolk Island,1967,
Northern Cyprus,1967,
Northern Mariana Islands,1967,11882
Norway,1967,3784577
Oman,1967,666021
Pakistan,1967,54780499
Palau,1967,11081
Panama,1967,1384801
Papua New Guinea,1967,2258847
Paraguay,1967,2296118
Peru,1967,12131226
Philippines,1967,32501839
Pitcairn,1967,
Poland,1967,31744824
Portugal,1967,8786529
Puerto Rico,1967,2639363
Qatar,1967,85530
Reunion,1967,420870
Romania,1967,19480203
Russia,1967,128441372
Rwanda,1967,3420890
Saint Barthélemy,1967,2351
Saint Helena,1967,4725
Saint Kitts and Nevis,1967,47380
Saint Lucia,1967,99834
Saint Martin,1967,
Saint Vincent and the Grenadines,1967,87741
Saint-Pierre-et-Miquelon,1967,5218
Samoa,1967,133661
San Marino,1967,18227
Sao Tome and Principe,1967,67637
Saudi Arabia,1967,5137042
Senegal,1967,3725151
Serbia,1967,7999327
Serbia and Montenegro,1967,8472257
Serbia excluding Kosovo,1967,6734744
Seychelles,1967,48554
Sierra Leone,1967,2457448
Singapore,1967,1960551
Slovak Republic,1967,4414055
Slovenia,1967,1645201
Solomon Islands,1967,151000
Somalia,1967,3347825
Somaliland,1967,
South Africa,1967,20843695
South Ossetia,1967,
South Sudan,1967,2795865
Spain,1967,32770565
Sri Lanka,1967,11746217
Sudan,1967,10869525
Suriname,1967,351379
Svalbard,1967,
Swaziland,1967,411365
Sweden,1967,7862718
Switzerland,1967,5991515
Syria,1967,5751807
Taiwan,1967,13649000
Tajikistan,1967,2681780
Tanzania,1967,12405300
Thailand,1967,33774026
Timor-Leste,1967,568440
Togo,1967,1843004
Tokelau,1967,1813
Tonga,1967,79049
Transnistria,1967,
Trinidad and Tobago,1967,922942
Tunisia,1967,4821782
Turkey,1967,33267998
Turkmenistan,1967,2008148
Turks and Caicos Islands,1967,5589
Tuvalu,1967,7037
Uganda,1967,8576166
Ukraine,1967,46187918
United Arab Emirates,1967,167420
United Kingdom,1967,54954044
United States,1967,203717833
Uruguay,1967,2749441
USSR,1967,235629795
Uzbekistan,1967,10912708
Wallis et Futuna,1967,9133
Vanuatu,1967,78520
Venezuela,1967,9686071
West Bank and Gaza,1967,1164684
West Germany,1967,
Western Sahara,1967,63023
Vietnam,1967,41883842
Virgin Islands (U.S.),1967,55278
Yemen Arab Republic (Former),1967,
Yemen Democratic (Former),1967,
Yemen - Rep.,1967,5842868
Yugoslavia,1967,19390351
Zambia,1967,3761707
Zimbabwe,1967,4718550
Åland,1967,
Abkhazia,1968,
Afghanistan,1968,11411022
Akrotiri and Dhekelia,1968,
Albania,1968,2029314
Algeria,1968,12945462
American Samoa,1968,25869
Andorra,1968,21931
Angola,1968,5713156
Anguilla,1968,6287
Antigua and Barbuda,1968,63401
Argentina,1968,23273148
Armenia,1968,2394635
Aruba,1968,58388
Australia,1968,12175746
Austria,1968,7394601
Azerbaijan,1968,4944932
Bahamas,1968,158644
Bahrain,1968,199818
Bangladesh,1968,63703327
Barbados,1968,236974
Belarus,1968,8874033
Belgium,1968,9555402
Belize,1968,116283
Benin,1968,2741672
Bermuda,1968,50690
Bhutan,1968,282495
Bolivia,1968,4021551
Bosnia and Herzegovina,1968,3498470
Botswana,1968,650676
Brazil,1968,91394916
British Virgin Islands,1968,9426
Brunei,1968,114068
Bulgaria,1968,8381450
Burkina Faso,1968,5584807
Burundi,1968,3406650
Cambodia,1968,6657435
Cameroon,1968,6503500
Canada,1968,20931716
Cape Verde,1968,259610
Cayman Islands,1968,9002
Central African Rep.,1968,1755258
Chad,1968,3499681
Channel Islands,1968,118676
Chile,1968,9220343
China,1968,769666505
Christmas Island,1968,
Cocos Island,1968,
Colombia,1968,20225830
Comoros,1968,227075
Congo - Dem. Rep.,1968,19130171
Congo - Rep.,1968,1259319
Cook Islands,1968,20584
Costa Rica,1968,1727922
Cote d'Ivoire,1968,4984378
Croatia,1968,4148285
Cuba,1968,8401476
Cyprus,1968,598592
Czech Rep.,1968,9743100
Czechoslovakia,1968,14322641
Denmark,1968,4863983
Djibouti,1968,142320
Dominica,1968,69041
Dominican Rep.,1968,4261702
East Germany,1968,
Ecuador,1968,5628565
Egypt,1968,34252634
El Salvador,1968,3538389
Equatorial Guinea,1968,288703
Eritrea,1968,1752123
Eritrea and Ethiopia,1968,30308330
Estonia,1968,1335846
Ethiopia,1968,27476546
Faeroe Islands,1968,37707
Falkland Islands (Malvinas),1968,2024
Fiji,1968,498903
Finland,1968,4588404
France,1968,50026522
French Guiana,1968,44870
French Polynesia,1968,103387
Gabon,1968,514963
Gambia,1968,435647
Georgia,1968,4622680
Germany,1968,77477619
Ghana,1968,8310713
Gibraltar,1968,24178
Greece,1968,8697173
Greenland,1968,43809
Grenada,1968,94846
Guadeloupe,1968,313303
Guam,1968,81598
Guatemala,1968,5162058
Guernsey,1968,52099
Guinea,1968,4034827
Guinea-Bissau,1968,594145
Guyana,1968,692968
Haiti,1968,4535485
Holy See,1968,715
Honduras,1968,2549206
Hong Kong - China,1968,3914978
Hungary,1968,10241753
Iceland,1968,199273
India,1968,529658233
Indonesia,1968,112461009
Iran,1968,27173692
Iraq,1968,9367055
Ireland,1968,2915420
Isle of Man,1968,54294
Israel,1968,2711274
Italy,1968,52584254
Jamaica,1968,1824153
Japan,1968,100990902
Jersey,1968,68070
Jordan,1968,1449985
Kazakhstan,1968,12682452
Kenya,1968,10502123
Kiribati,1968,41574
Korea - Dem. Rep.,1968,13444411
Korea - Rep.,1968,30208614
Korea - United,1968,43862159
Kosovo,1968,1436878
Kuwait,1968,641694
Kyrgyzstan,1968,2814423
Laos,1968,2562718
Latvia,1968,2326027
Lebanon,1968,2355380
Lesotho,1968,991576
Liberia,1968,1364046
Libya,1968,1833611
Liechtenstein,1968,20335
Lithuania,1968,3071192
Luxembourg,1968,335573
Macao - China,1968,237127
Macedonia - FYR,1968,1532371
Madagascar,1968,6216739
Malawi,1968,4287627
Malaysia,1968,10376210
Maldives,1968,110056
Mali,1968,5844286
Malta,1968,304047
Marshall Islands,1968,18965
Martinique,1968,321649
Mauritania,1968,1070585
Mauritius,1968,799329
Mayotte,1968,34087
Mexico,1968,48943844
Micronesia - Fed. Sts.,1968,58403
Moldova,1968,3495063
Monaco,1968,23234
Mongolia,1968,1209647
Montenegro,1968,514031
Montserrat,1968,11693
Morocco,1968,14502647
Mozambique,1968,9043165
Myanmar,1968,24960539
Namibia,1968,737803
Nauru,1968,6241
Nepal,1968,11403306
Netherlands,1968,12670558
Netherlands Antilles,1968,154502
New Caledonia,1968,98617
New Zealand,1968,2738299
Ngorno-Karabakh,1968,
Nicaragua,1968,2256800
Niger,1968,4119299
Nigeria,1968,54748444
Niue,1968,5239
Norfolk Island,1968,
Northern Cyprus,1968,
Northern Mariana Islands,1968,12318
Norway,1968,3816102
Oman,1968,685892
Pakistan,1968,56257610
Palau,1968,11206
Panama,1968,1425871
Papua New Guinea,1968,2312978
Paraguay,1968,2358072
Peru,1968,12473584
Philippines,1968,33463836
Pitcairn,1968,
Poland,1968,32008949
Portugal,1968,8722574
Puerto Rico,1968,2661527
Qatar,1968,92319
Reunion,1968,436627
Romania,1968,19744551
Russia,1968,129102954
Rwanda,1968,3526088
Saint Barthélemy,1968,
Saint Helena,1968,4791
Saint Kitts and Nevis,1968,46398
Saint Lucia,1968,101385
Saint Martin,1968,
Saint Vincent and the Grenadines,1968,88623
Saint-Pierre-et-Miquelon,1968,5291
Samoa,1968,136856
San Marino,1968,18588
Sao Tome and Principe,1968,69646
Saudi Arabia,1968,5329207
Senegal,1968,3843517
Serbia,1968,8054147
Serbia and Montenegro,1968,8544687
Serbia excluding Kosovo,1968,6792148
Seychelles,1968,49535
Sierra Leone,1968,2501620
Singapore,1968,1998650
Slovak Republic,1968,4444651
Slovenia,1968,1652157
Solomon Islands,1968,154000
Somalia,1968,3442418
Somaliland,1968,
South Africa,1968,21374801
South Ossetia,1968,
South Sudan,1968,2866074
Spain,1968,33098047
Sri Lanka,1968,12018646
Sudan,1968,11142482
Suriname,1968,360486
Svalbard,1968,
Swaziland,1968,422152
Sweden,1968,7929066
Switzerland,1968,6056165
Syria,1968,5949690
Taiwan,1968,13962000
Tajikistan,1968,2765317
Tanzania,1968,12786751
Thailand,1968,34799247
Timor-Leste,1968,579184
Togo,1968,1931480
Tokelau,1968,1738
Tonga,1968,81096
Transnistria,1968,
Trinidad and Tobago,1968,939413
Tunisia,1968,4923201
Turkey,1968,33982141
Turkmenistan,1968,2066889
Turks and Caicos Islands,1968,5563
Tuvalu,1968,7128
Uganda,1968,8866641
Ukraine,1968,46573376
United Arab Emirates,1968,180858
United Kingdom,1968,55212835
United States,1968,205672498
Uruguay,1968,2774109
USSR,1968,237983436
Uzbekistan,1968,11253870
